Item ID,EZ Number,Name,Extended description,Standard cost,Base price,On hand,On hold,On order,Note,Enable bin tracking
1.1,,*****IDCA & Siemens 7 Specific Parts*****,*****Critical Electrical Components*****,,,,,,,False
1.1.1,,*****Additional Electrical Components*****,*****Suggested Items But Optional*****,,,,,,,False
1.2,,*****Suggested Cart Components*****,,,,,,,,False
1.3,,*****Items 49-52 Accessory Items For 47*****,,,,,,,,False
1.3.1,,*****Item 51 Used To Install 49*****,,,,,,,,False
1.4,,*****Items 55-58 Accessory Items For 53*****,,,,,,,,False
1.4.1,,*****Item 54 Used To Install 52*****,,,,,,,,False
1.5,,*****Items 61-64 Accessory Items For 59*****,,,,,,,,False
1.5.1,,*****Item 57 Used To Install 55*****,,,,,,,,False
1.6,,*****Suggested Track Components*****,,,,,,,,False
1.7,,*****Items 68-71 To Replace Liner*****,*****On Item 1239 The Complete Assembly*****,,,,,,,False
1.8,,*****Other Useful Tools*****,,,,,,,,False
100,,Credit,,0,,,,,,False
10079908,,Labor (Hours),,0,0,,,,,False
10079909,,Item (Meters),Equal lay rope right z/Z 6 x 19 + 1SFC zn k,0,0,,,,,False
1155290,,Sales Tax,,,,3,,0,,False
12090014,,Cassette for 2 magnets for selective braking system,,521.854,729.93,2,0,0,,True
13110009,,Not-spliced steel-wire-rope Ø 12 mm for,"lifter-system, with clamp-jaw-toboggans",4.03,5.6,0,3110,3110,,True
13110009-1,,Splice Fee,Splice Fee 12 mm,1980,2376,-1,0,,,False
13110009-2,,Splice Fee,Splice Fee 12 mm,,,,,,,False
13110011,,"Schleppseil Ø 12 mm ungespleißt znk Stahlseele, 1960 N/qmm mit 6 x 19S SE Zinkkl. B sZ",,0,3.72,,,,,False
13110014,,steel wire rope Ø 12 mm,1960 N/qmm with 6 x 19 seale + PP,3.62,4.52,0,0,0,,True
13199617,65094,Manual worm gear winch type 238/10 200 kg,,2322.8165,2903.5206,0,0,0,,False
14090039,,Daily Allowance Pay,,0,0,,,,,False
14590002,,Packing Charges,,0,0,,,,,False
14590011,,"Transport Luft VK Drittland steuerfrei, Lufttransportauftrag",,1014.32,1267.91,,,,,False
14590012,,"Transport See VK Drittland steuerfrei, Seetransport-Anfrage",,7720.18,9650.22,,,,,False
1509000,,Shipping Charges Non Inventory,,0,0,,,,,False
15090000,,Shipping Charges Inventory,,0,0,0,,,,False
165511804,,Seat shell twin seater black standard,,356.0125,445.0156,2,,0,,True
165511806,,Seat shell twin seater telegrey RAL 7047,,356.0125,445.0156,1,,0,,True
165511814,,Backrest twin seater black standard,,393.832,492.29,2,,0,,True
165511816,,Backrest twin seater telegrey RAL 7047,,393.832,492.29,1,,0,,True
17360006,61783,Vahle Fixpunktlasche FABA 100,,0,2.17,,,,,False
17360275,,"Lappkabel Ölflex Classic110 CY 2x0,75mm²",,1.37,1.72,,,,,False
17361680,61680,Durchführungstülle HV-1203,VE=100,0,0,,,,,False
17361770,61770,One-arm-contact 20 A orange,current collector type EAS-L 20 PH,30.04,37.55,30,0,0,,True
17361781,61780,"Vahle Stoßeinspeisung 50 A, ES-FSE100-50A-27 KATALOG-NR. 241015050",,0,5.96,,,,,False
17362532,2816,EFFBE rubber spring 2532 CR 70 shore A,DIN 9835,4.1895,5.2369,3,0,0,,True
17363232,60604,EFFBE rubber spring 68 Shore A 3232 CR,DIN 9835,9.595,11.9938,4,0,0,,True
17390081,,"Aufkleber für Coaster-Schlitten (USA), Größe 90 x 115 mm, Ecken abgerundet",,0,4.03,,,,,False
17390085,,Safety Sticker "Safety Belt" (French),90mm x 115mm,3.06,3.82,103,,,,True
17390087,,Safety Sticker "Buckle Up It's The Law",90mm x 152.5mm,2.3,4.5,905,0,0,,True
17579000,,Item Correction Non-Inventory,,0,0,,,,,False
17579099,,Item (Each),SEW RF137 DRN180M4/RS/TF/C/DH,0,0,0,2,0,,False
18206352,,Keypad FBG11B,,39.59,47.51,,,,,True
18360000,6017,Chassis for Alpine Coaster orange,special design,200.45,250.56,5,,,"ATTENTION - This version is no longer sold.  Only valid for Okemo, Greek & Snowbird.  Will work for Spirit, Park City, Cranmore & Holiday if seat belt holes are bored out for ALR.",True
18360001,,"Karosse AlpCo orange m.Verbreitg m.Licht, 8 mm HDPE Farbe orange 2 % UV-stab.",,0,0,,,,ATTENTION - This version is no longer sold.  Use new item number Z 20521-140-0004 (EZ 6019).,False
18360002,,"Karosse AlpCo gelbgrün m.Verbreitg m.Licht, 8 mm HDPE Farbe gelbgrün 2 % UV-st",,0,0,,,,ATTENTION - This version is no longer sold.  Use new item number Z 20521-140-0003 (EZ 6018).,False
18360011,6013,Coach-yellow/green-with broadening/without light,8mm HDPE,200.45,250.56,0,,,"ATTENTION - This version is no longer sold.  Only valid for Okemo, Greek & Snowbird.  Will work for Spirit, Park City, Cranmore & Holiday if seat belt holes are bored out for ALR.",True
18361330,,Brush strip flex with clamp profile bristle 50mm,PA6 black,12.7965,15.9956,,,,,False
18375000,70946,Safety belt buckle for lockable belt system,,12.13,35,99,35,35,READ ALL 
Always send Part # Z AC GS1-027 - EZ # 70945 With 1.0 or 1.5 Alpine Coasters.  All 2.0 alpine coaster send part # Z 23521-200-1523 EZ # 75144,True
18391807,70783,Rubber metal buffer 18 x 7.5 with M5 x 14 stud,,2.78,3.34,21,0,0,,True
18391808,20230,Rubber metal bumper 18 x 7.5 with M5 x 10 stud,,3.9425,5.49,62,0,0,,True
18400001,,Montagewerkzeug für Hülsenfreilauf - Stoprad Ø 125,,0,143.17,,,,,False
19053037,,Backstop one way bearing,W4943RS5-125-52,964.61,1157.53,0,0,0,,False
19568035,2222,Taper bushing for shaft D=30 3020/30,DIN 6885/1,17.55,21.93,2,4,0,,True
19568036,2212,V-belt pulley SPBT 200 x 5,,69.03,86.28,1,4,0,,True
19568037,2221,Accelerator-v-belt with rough back black,Optibelt/PTS,610.14,732.17,0,0,0,,True
19568051,2221,Accelerator-v-belt 4mm PU 50° Shore yellow,,709.2225,989.43,,,,,True
19568052,2221,Accelerator-v-belt SBR EF 16/2 00+C37 black,,709.2225,989.43,,,,,True
19568053,2221,Accelerator-v-belt 4mm pure PU 80° +/- 5,Shore A white,709.2225,989.43,,,,,True
19568055,2221,Accelerator-v-belt 4mm pure PU 70° +/- 5,Shore A yellow brown standard belt,709.2225,989.43,0,0,0,"Item # 19568037, 19568051, 19568052 and 19568053 are other options for 19568055.",True
19866207,,Wieli - Rillenkugellager aus Edelstahl SS-6204-1Z,,10.88,13.6,,,,,False
20079091,,Charging rail junction box,,197.29,246.6125,0,0,0,,False
20079099,,Item (Each),RF147 DRN180L4/RS/TF/C/DH,0,0,0,1,0,,False
20260001,,Sign: Slide safety rules / use instructions,patron laying down,0,0,,,,,True
20260002,,Sign: Slide safety rules / use instructions,patron laying down in a sack,173.57,216.96,1,,,,True
20260003,,Sign: Slide safety rules / use instructions,patron sitting up in a sack,173.57,216.96,1,,,,True
24090009,,Provisionsgutschrift - Inland 19% Bauvorhaben:,,0,0,,,,,False
24090060,,"Kilometergeld Bus, An- und Abfahrt mit Kleinbussen bei Mon-, tagen und Anlieferungen",,0,1,,,,,False
24197200,,Travel Hours To And From Site,,0,0,,,,,False
24294000,,Installation Hours,,0,0,,,,,False
24521-014-0001,,Sled body number sticker,,232.68,279.22,0,0,0,,True
26190162,,Slide bags cotton material with foot bag,,37.7,47.125,,,,,False
289G,,Radioboss 289G W UHF Radio,HI PWR - Long (6") Antenna - 2 Channels (Match) + alarm,229,274.8,0,,0,,False
34090004,,Provisionsgutschrift - steuerfrei Bauvorhaben:,,15000,18750,,,,,False
39063522,,PVC washer 22x35x6,for hex turnbuckles,.82,1.03,,,0,,False
40090011,,"Transport - Elektronische Ausfuhranmeldung Warenwert ab EUR 1.000,00",,0,0,,,,,False
40092042,,Ursprungszeugnis,,0,0,,,,,False
40092043,,Erstellung EUR 1,,0,0,,,,,False
40092044,,Transportversicherung,,0,0,,,,,False
41090002,,Air & Rental Travel Expenses,,0,0,,,,,False
51000007,507,"Zugfeder für Fliehkraftbremse, nE=1550U/min; F03 (d=70)",,2.91,3.74,,,,,False
51000008,505,"Zugfeder für Fliehkraftbremse, nE=2050U/min; F03 (d=70)",,0,3.74,,,,,False
51000102,70167,FKB Zugfeder F-1-473-03-102 Tempomat,,0,3.74,,,,,False
51057000,65055,Fixing collar for 70mm shaft galvi. w/ fixing screws,,36.6,43.92,3,0,0,,True
51060097,,"Bremsgummi 150 mm ocker Wittelsberger, SOPU Farbe ocker, profiliert mit Bohrungen",,0,0,,,,Inactive in Germany system.,False
51063517,89,"Bremsgummi links 1.000 schwarz Müller/Gumasol, 35 x 17 x 1000 mm",,0,33.41,,,,,False
51066204,1320,Ball-bearing 6204-2Z,,6.83,8.5381,11,0,0,ATTENTION - New item number to use is S 226108 (EZ 1320). This is also EZ 1320. Use this up until old stock is gone.,True
51070090,4160,Cast iron bell for centrifugal brake Ø 90 mm,,56.164,70.55,0,10,0,,False
51070202,202,"Kugellager 607-2RS, Rillenkugellager 607-2RS",,0,2.18,,,,,False
51070501,501,"Gußeiserne Glocken für Fliehkraft-, bremse GG25",,0,58.28,,,,,False
51079381,4008,"FKB 1.325 U/min für Rad Ø 125 m.Gl. Ø90, Fliehkraft-Bremse komplett, Ø14 NE 1.325 für Rad Ø 125 mm",,97.92,148.4,,,,,False
52070060,,"Stehlager PASE 60, galvanisch verzinkt",,0,157.49,,,,,False
52077000,65042,Pillow block bearing TASE 70 with lock ring,,350.0275,437.5344,0,0,0,,True
52077001,65041,Pillow block bearing RASEY 70,,310.7165,388.3956,0,0,0,,True
52077110,1603,"Seilrolle Robalon Ø 236 x 50 mm ohne Lager, Rillendurchmesser 196 mm",,0,0,,,,ATTENTION - Is no longer sold individually.  Only complete assembly Z LI-SR4-000 (EZ 1600).,False
52077111,1602,"Seilrolle Robalon Ø 140 x 50 mm, Rillendurchmesser 100 mm",,0,0,,,,ATTENTION - Is no longer sold individually.  Only complete assembly Z LI-SR5-000 (EZ 1601).,False
52090026,,"Schleifenüberwachung mit Stützenanzeige, LC 2005 24V DC",,0,0,,,,,False
52090206,65019,Shaft with bearings for lift wheel middle station,,479.389,599.2363,0,0,0,,False
52090207,,"Lift Laufstummel 6-Bolzen TK 205 für Rücklaufsp. 1.5 kg, "P" 205 x 6, ETO, 25 km/h blank Knott",,463.75,579.69,,,,,False
54000012,,"Roller chain RS 16 B-1, DIN 8187",,0,0,,,,ATTENTION - Not the correct part number to sell to customers.  This is used to order from supplier by the meter.  Use Z 17256-03A-0202 (EZ 2463) instead.  This used to also be EZ 2463.,False
54000013,2462,Chain link 16 B-2 E chain feeder,,13.452,21.03,1,0,0,,True
54000023,2691,Chain link 16 B-1 E 203.2 / WK-2,DIN 8187,13.62,16.4,2,0,0,,True
54011031,1031,Lock ring divided WNS-40-B,,24.04,32.45,6,12,12,,True
54011032,1032,Lock ring divided WNS-30-B,,17.9,24.81,4,4,0,,True
54060256,1495,Brake & conveyor belt 25.2 x 60mm,fish bone pattern endless loop,660.27,861.9,1,0,0,,True
59062006,,"Schild - AlpC eng. Ende Bahn AC-2006, 1000 x 300 mm",,0,55.99,,,,,False
60039909,,Item (Each),Adapter/Converter Cable UC232A/UC232A1,57.55,69.06,0,1,0,,False
60139999,,Item (kg),,0,0,,,,,False
61034227,,stainless steel tube Ø 42.4 x 2.6 mm straight - length: 6000mm,,77.92,108,,,,,False
61034228,,stainless steel tube Ø 42.4 x 2.6 mm straight - length: 2950mm,,48.36,67.03,,,,,False
61034229,,Stainless steel tube Ø 42.4 x 2.6 mm straight - length 2930mm,,48.36,67.03,,,,,False
61066206,70214,Ball bearing 6206-2RS.C3,,0,0,0,0,0,ATTENTION - New item number to use is 80690030 (EZ 70210).,False
690014410,50078,Wheel Bolt,Wheel Bolt  m14 45mmx 1.5,2.68,3.22,0,0,0,,False
69001448,887,Wheel stud fluted  M14 x 1.5 x 49 8.8,,5.23,7.25,0,0,0,,False
69910035,2056,Tension ring 35 H8 x 63 x 12 mm,,15.846,19.8075,0,0,0,,False
69910145,872,"Federstahl DIN 74361 "Limesringe", galZn C 14,5 mm",,.31,.51,,,,No Longer used: Use EZ # 65219,False
69910205,,"Federstahl DIN 74361 "Limesringe", galZn C 20,5 mm",,0,.5,,,,,False
699114110,65214,"Kugelbundmutter DIN 74361 10.9 galZn M 18 - Steigung 1,5 (Halle C)",,1.08,1.36,,,,,False
69911415,880,"Flachbundmutter DIN 74361 10 Form B, galZn M 14 x 1,5",,1.8,2.25,,,,No Longer Used: Use EZ # 65219,False
69911418,65211,Domed anchor nut 10.9 galvanized M20,DIN 74361,4.9305,6.1631,0,0,0,,False
69911419,65219,Domed anchor nut,,1.18,1.64,0,0,0,,False
69912015,65060,"Flachbundmutter DIN 74361 DIN 74361 10 schwarz M 20 - Steigung 1,5",,0,2.62,,,,,False
70057885,,"Eaton- Cutler Hammer Selector switch actuator 22Mm, 2 postion, maintained Rmq-titan series",,17.05,20,1,0,0,,False
70111075,75188,Hex head bolt zinc plated M10 x 75,ISO 4014,.3325,.4156,0,0,0,,False
70210522,2123,Sechskantschraube ISO 4017 galZn 8.8 M5 x 25,,0,.05,,,,,False
70211034,2039,Hexagon head bolt ISO4017 galvanized M10 x 35,,.17,.2,0,0,0,,False
70218016,3661,Hex head bolt zinc plated M8 x 16,ISO 4017,.114,.24,0,0,0,,False
70220816,1632,Hex head bolt,,.1235,.1544,0,0,0,,False
70230635,75333,Hexagon head bolt ISO4017 stainless steel M6 x 35,,.15,.18,0,0,0,,False
70234042,71096,Hexagon head bolt A2 M4 x 12,,.07,.08,1004,0,0,,True
71510006,70727,Prevailing torque type domed cap nut 6 M6,DIN 986,.1615,.24,938,0,0,,True
71540018,71120,Self locking cap nut M20,DIN 986,3.0495,4.54,70,50,0,,True
71555116,,"Photelectric Sensor, Emitter, 25m, 10-30VDC, Cable T18-2",,62,55,1,,0,,False
71555155,,"Photoelectric Sensor, Emitter, 25m, 10-30VDC, cable, T18-2",,81,90,2,0,0,,False
72431017,71044,Shim ring A2 10 x 16 x 0.5,,.1,.12,104,,,,True
73610835,1562,Hex socket head cap screws 8.8 M8 x 35,DIN 912,.08,.1,11,0,0,,True
73631213,1712,Hex socket head cap screw A2 M12 x 110,DIN 912,2.13,2.66,10,0,0,,True
73631280,939,Hex socket cap screw stainless steel M12 x 80,DIN 912,1.07,1.3419,0,0,0,Item is inactive as of 4/4/2025. Use up the inventory and set status to inactive. Use Part Number Z BB-ASE-001 (EZ #2800).,True
75605016,20713,Zylinderstift DIN 6325 5 x 16 mm,,0,.07,,,,,False
76340517,75127,countersunk head screw M5 x 16,countersunk head screw M5 x 16,.12,.16,0,0,0,,False
76345012,9011,Hex socket countersunk screw A4 M5 x 12mm,ISO 10642 (DIN 7991),.076,.095,0,0,0,,False
76415526,,Self taping screws with flanged hex head,DIN 7504 galZn 4.8 x 25 mm,0,.0875,,,,,False
76910540,772,Phillips pan head screw M5 x 40mm,DIN 7985 zinc plated,.171,.2138,0,,,,False
76915015,774,Hex head tapping screw galvanized 8.8 M5 x 12,ISO 7380,.07,.08,125,,,,True
76932242,70845,Phillips cross lens tapping screw A2 4.2 x 22mm,DIN 7981,.076,.095,0,0,0,,False
76936012,2843,Lens screw with hexagon socket A2 M6 x 12,ISO 7380,.07,.08,450,0,,,True
769406121,50105,button head screw ISO 7380-1 ISK A2 M10x55,,.92,1.35,50,0,0,,True
77311543,,"MKT Bolzenanker B 16-10-28/130 fvz, Stahl m. Leistungserklärung Chargennummer",,1.57,2.33,,,,,False
77617007,,Carabiner70x7 mm,"DIN 5299 Form C, galv.",.52,.72,,20,20,,False
78910303,,Flat blade turnbuckle galZn M20,DIN 1480,15.44,19.3,0,0,,,False
78910305,,Flat blade turnbuckle galZn M16,DIN 1480,11.6185,14.5231,,,,,False
78910306,,"Spannschloss m. Blattschraube und Konternmutter, DIN 1480 feuerverzinkt Stahl M30",,0,0,,,,,False
790157525,70839,Torx countersunk head screw M5 x 25,,.08,.1,970,0,0,,True
79030540,1748,"SPAX-Schraube Torx 88091 A2 5 x 40, mit Teilgewinde; Innenstern-Antrieb",,0,.07,,,,,False
79030550,1749,Spax Screws Torx 88091 A2 5 x 50,,.09,.11,0,0,0,,False
790360572,859,Pressboard countersunk head screw Torx 5 x 50,,.095,.1188,0,0,0,,False
79130406,71257,Chipboard screw stainless steel 4.0 x 16,,.076,.095,0,0,0,,False
79714316,71118,Large washer A2 4.3 x 20 x 1.5mm,,.07,.08,396,0,,,True
79715320,70450,"fender washer R 88104, galvanized 5.3 x 20 x 1.25 mm",,.08,.1,0,0,0,,False
80092616,,Bretter Kesseldruckimprägniert,,0,0,,,,,False
802615,,802615,Photoeye - T18-2NAEL-9M 9 Meter cord,100,130,1,,,,True
80558043,,"Aluminum Toe Kick Board - 120 x 20 x 2 mm, length: 2.930 mm",,30.53,42.32,,,,,False
80610025,,Pillow block bearing PSHE25-XL-N,with eccentric cl,36.6134,45.7663,,,,,False
80610026,2448,Pillow block bearing PSHE 35 N,,142.56,171.07,3,0,0,,True
80610027,2664,Flange bearing FTYB 25 FM,,47.3,56.76,5,0,0,,True
80610030,8171,Flange bearing FYTB 30 FM,,56.19,77.88,2,0,0,,True
80690030,70210,Ball bearing 6206-2RS BB30-2K,,81.14,115.23,46,0,0,,True
80696005,1174,Ball bearing 6005-2RS1,,13.3285,16.6606,0,0,0,,False
80710108,65210,Tapered lubricating nipple,DIN 71412 AR 1/8,.2755,.3444,0,0,0,,False
8260605,,Brake Resistor cpl BW072-005,,102.77,123.33,0,0,0,,True
83062528,3082,Rubber metal bumper 25 x 28mm thread M6 x 6,,3.629,4.5363,0,0,0,,False
83100805,70216,Feather key 8 x 5 x 16,DIN 6885,.14,.18,34,0,,,True
83101850,2058,Feather key form A 10 x 8 x 50 mm,DIN 6885,3.154,5.27,0,0,0,,False
83110290,2376,Pressure spring for magnet rocker,,4.65,5.58,0,0,0,,False
83330147,,Syn. toothed disc complete,V2A 47 T 20/15-2 Nabe Ø 55 x 10,508.744,635.93,,,,,False
83330247,,Syn. toothed disc complete,V2A 47 T 20/15-2 Nabe Ø 55 x 10,488.3475,610.4344,,,,,False
83390209,,Breco-V-timing belt,30 T 20/21.000-V,2168.38,2710.47,2,,,,True
84080019,,Mehrzweckfett Fuchs Plantogel 2-S 1 Stck = 1 VPE 20x400g,,7.8,9.75,,,,,False
84080316,,Mehrzweckfett Gelb 400g Normfest,,0,4.99,,,,,False
84082322,,Zinc paint 2.5 liter can,,96.0213,120.0266,2,0,0,,True
84084034,,BARDAHL BCS 400 dry lubricant spray 500ml,,41.6195,52.0244,,,,,False
8408436,,BARDAHL poly S2 full synthetic grease,cartridge 400g,42.77,53.46,3,,,,True
84097012,,Wedox-Antislip-Paint AY 237 N59237,grey RAL 7012 10 liter-bucket,206.9765,258.7206,6,0,0,,True
84097013,,Dangerous Goods Repackaging Inventory,,0,0,0,,0,,False
840970130,,Dangerous Goods Repackaging Non Inventory,,0,0,,,,,False
86061524,2037,Plastic friction washer GTM-1524-0275,,1.86,2.33,76,0,,,True
86061529,9094,Plastic thrust washer GTM-2230-015,,1.2,1.5,,,,,False
86080243,,Loctite Kleber 243 50 ml,,42.19,52.73,,,,,False
86080300,,Adhesive for anti-slip coating sticking,on conveyor belt roller,66.94,91.44,1,0,0,,True
86080302,,"Klebstoff IKR zur Friktionsband-, verklebung 150 ml",,9.02,11.27,,,,,False
86082503,,Mixing Nozzles for 50ml cartridges,(MAQ 05-24L),2,2.4,10,0,0,,True
86082504,,Mixing nozzles 200-1500ml,MFQX 08-24T,10.74,12.89,0,0,0,,True
8608420,,Plexus AO420 Cartridge,,127.99,153.59,0,0,0,,True
8608421,,Plexus AO420 Starter Kit,epoxy with dispenser,227.99,273.59,0,0,0,,True
86085011,,Plunger accessory pack,"plunger, nozzle, wooden stick and card",8.99,10.79,2,0,0,,True
86088105,,Plexus Epoxy 8105,,0,,,,,,True
86092023,5050,Plain bearing,Art. Nr.: JFM-2023-21,3.32,4.14,12,0,,,True
86092024,2918,plastic glue bearing,,2.2,3.05,0,0,0,,False
87070029,2441,"Heizband Länge 29 m (Bremsband), K8 Typ KLG, Thermo System Technik Nr. 6629",,0,313.61,,,,,False
87091105,,SEW Inverter 11.0 kW MC07B0110-5A3-4-00,,2179.36,2724.2,0,1,0,,False
87091523,,"Induktiver Sensor "Schließer", Ni40U-CP40-AP6x2",,0,138.99,,,,,False
87091525,1844,Inductive sensor Ni50U-CP40-VP4x2,,133.817,170.17,1,0,0,,True
87091526,9262,Turck inductive sensor "changeover",Ni50U-CK40-VP4X2-H1141,95.6745,119.5931,5,0,0,,True
87091540,2582,Inductive sensor Ni40U-CP40-VP4X2v,,137.06,171.32,16,,,,True
87091912,,WRB - m.a.l. USB-DMX-Box 2.0 (MAL),,378.22,472.77,,,,,False
87092200,,SEW Top bearing,DGB 6212-2RS-C3-K24,135.03,187.15,0,0,0,,True
87092205,,"SEW Inverter 22.0 KW MC07B0220-503-4-00, MOVITRAC",,3140.51,3925.6375,0,0,0,,False
87093006,,SEW Inverter MC07B0300-503-4-00,,3744.03,4717.5375,0,0,0,,True
87097500,,SEW Inverter MC07B0075-5A3-4-00,,1749.444,2186.805,0,0,0,,True
90031625,,"Schweiß-Elektroden Carbo 4316 AC Ø 2,5 x 300 mm, EN ISO 3581 E 19 9 L R 1 2",,.4,.49,,,,,False
90090025,,Tension gauge 25 kg,,11.97,14.96,2,0,0,,True
9009008112,,MKT caulking gun,,183.93,229.91,3,,,,True
98100000,,Anzahlung ab 01.01.2020,,0,0,,,,,False
98500000,,Anzahlung WV 13b Ausland,,0,0,,,,,False
98700000,,Anzahlung Verkauf Ersatzt. Ausland 0%,,0,0,,,,,False
A 0235,138,"Doppelsitz RIM Rutscher, RIM (neues Modell)",,0,93.5,,,,,False
A 0287,1221,EST-Welle mit Nut 30 x 400,,0,128.06,,,,,False
A 0308,135,"Fußvorderteil für alle Rutscherschlitten, RIM (neues Modell)",,0,0,,,,ATTENTION - New item number to use is Z R1-000-003 (EZ 35).,False
A 03116,,Custom patch for net cover backrest,,0,0,,,,,False
A 03118,70707,Net cover for backrest custom printed,customer logo,0,0,0,0,0,,False
A 03119,70707,Net cover for backrest with out printing,,0,0,,,,,False
A 03123,70707,Net cover for backrest with patch one side,customer logo,0,0,,,,,False
A 03124,70707,Net cover for backrest with patch both sides,customer logo,0,0,0,0,0,,False
A 0319,1327,"Gummibandagen rechteckig ausgedreht, für Seilrollen, Qual. NR schwarz",,0,47.25,,,,,False
A 0375,6001,"Karosse AlpCo rot o. Verbreitg o. Licht, Mat. 8 mm HDPE RAL 3020 rot 2 % UV-stab.",,0,0,,,,"ATTENTION - This version is no longer sold.  Only valid for Okemo, Greek & Snowbird.  Will work for Spirit, Park City, Cranmore & Holiday if seat belt holes are bored out for ALR.",False
A 0377,6003,Chassis for Alpine Coaster blue,special design,200.45,250.56,5,,,"ATTENTION - This version is no longer sold.  Only valid for Okemo, Greek & Snowbird.  Will work for Spirit, Park City, Cranmore & Holiday if seat belt holes are bored out for ALR.",True
A 0378,6004,Coach-red-with broadening/without light,8mm HDPE,200.45,250.56,15,,,"ATTENTION - This version is no longer sold.  Only valid for Okemo, Greek & Snowbird.  Will work for Spirit, Park City, Cranmore & Holiday if seat belt holes are bored out for ALR.",True
A 0379,6005,Chassis for Alpine Coaster yellow,special design,200.45,250.56,1,,,"ATTENTION - This version is no longer sold.  Only valid for Okemo, Greek & Snowbird.  Will work for Spirit, Park City, Cranmore & Holiday if seat belt holes are bored out for ALR.",True
A 0380,,"Karosse AlpCo rot m. Verbreitg m. Licht, Mat. 8 mm HDPE RAL 3020 rot 2 % UV-stab.",,0,0,,,,ATTENTION - This version is no longer sold.  Use new item number Z 20521-140-0006 (EZ 6000).,False
A 0381,,"Karosse AlpCo gelb m. Verbreitg m. Licht, Mat. 8 mm HDPE Farbe gelb 2 % UV-stab.",,0,0,,,,ATTENTION - This version is no longer sold.  Use new item number Z 20521-140-0002 (EZ 6009).,False
A 0382,,"Karosse AlpCo blau m. Verbreitg m. Licht, Mat. 8 mm HDPE Farbe blau 2 % UV-stab.",,0,0,,,,ATTENTION - This version is no longer sold.  Use new item number Z 20521-140-0001 (EZ 6011).,False
A 0513,,"Radbolzen 10.9 galZn M18 x 1,5 x 55, Gewindelänge 39 mm Gesamtlänge 61 mm",,0,8.81,,,,,False
A 0549,4162,"Rotationsteil mit Spannstift, an Fliehkraftbremse",,0,69.83,,,,,False
A 0557,,"Rücklaufsperre RSBF 70-65-02, Wellendurchmesser d=65 mm",,554.18,692.72,,,,,False
A 0743,,Bremsschwert mit Aufhängung,,0,95.45,,,,,False
A 0752,1105,Lateral cover plate left,for accelerator belt stainless steel,90.773,113.4625,0,0,0,,False
A 08710,,Rear buffer,Version: 2012,0,0,0,0,0,ATTENTION - New item number to use is Z 18521-130-0000 (EZ 70712).  This used to also be EZ 70712.,True
A 0877,70709,Buffer for Twin-Bob and AlpC toboggan front,,83.31,104.13,1,6,6,ATTENTION - New item number to use is Z 20521-130-0005 (EZ 70709). This is also EZ 70709 until old stock is gone.,True
A 0878,70711,Seat shell upholstery for AC,,51.89,64.86,13,0,0,ATTENTION - New item number to use is Z 20521-130-0014 (EZ 70711).  This is also EZ 70711 until old stock is gone.,True
A 1257,65092,Tension pulley for haul rope,deflector roller,324.11,388.93,0,0,0,,False
A 1258,136,Booster toboggan sliding version,,54.6155,68.2694,0,0,0,,False
A19060500,,Electrical Cabinet Ket,14 x 8 mm,3.8,4.56,0,0,0,,False
AC-152-006,,Alpine Coaster Sled Generic,,8649.9,10379.88,0,5,5,,False
AC-152-023,,Bremsband 13m,,0,0,,,,,False
AC-152-025,,Metal catwalk downhill,,58.72,73.4,,,,,False
AC-152-026,,Metal catwalk uphill,,175.22,219.03,,,,,False
AC-152-037,,Assembly,,,,,,,,False
AC-152-041,,TÜV-Abnahme,,0,0,,,,,False
AC-152-060,,verriegelbares Gurtsystem,,0,270,,,,,False
AC-152-062,,Kettenstopper,,0,0,,,,,False
AC-152-066,,Distanzkontrolle - Ausrüstung Schlitten,,0,0,,,,,False
AC-152-067,,Distanzkontrolle - Software und Steuerung,,0,0,,,,,False
AC-152-068,,Distanzkontrolle - Ladestation,,0,0,,,,,False
AC-152-069,,"Distanzkontrolle - Ausrüstung Bergabbahn, inkl. Schwert, Magnetsensoren, Halter",,0,0,,,,,False
AC-152-070,,Distanzkontrolle - Magnetüberwachung mit Band,,0,0,,,,,False
AC-152-072,,Small parts package for assembly,"screws, nuts, paint, etc.",5.82,7.27,,,,,False
D 00017,75424,Washer fe/zn (cuzn) 10 x 16 x 2mm,,.2,.24,0,0,0,,False
D 0008,20642,"Scheibe ISO 7089 DIN 125 A A2 10,5 x 21 x 2",,.12,.15,,,,,False
D 0009,951,Washer form A stainless steel 13 x 24 x 2.5mm,DIN 125,.09,.11,23,0,,,True
D 0010,3070,"Scheibe ISO 7089 DIN 125 A A2 4,3 x 9 x 0,8",,.08,.16,50,0,0,,True
D 0011,997,Washer A2  8.4 x 16 x 1.6,ISO 7089 DIN 125,.08,.16,1007,25,10,,True
D 0013,899,Washer A2 stainless 6.4 x 12.5 x 1.6,ISO 7089 DIN 125,.076,.095,496,4,0,,True
D 0017,8029,"Scheibe ISO 7089 DIN 125 A 8,4 x 16 x 1,6",,0,.21,,,,,False
D 0019,70901,Washer plastic 10.5 x 20 x 2,ISO 7089 (DIN 125),.19,.24,70,0,0,,True
D 00210,769,Washer form A galvanized 3.2 x 7 x 0.5,ISO 7089 DIN 125,.076,.095,1000,0,0,,True
